,x,y,class
苏14-03-17,4251663.91,19255596.7,0.0
苏14-7-16H4,4240521.0,19255330.0,
苏14-03-23,4251665.0,19259546.0,0.0
苏14-4-09CH,4243977.5,19250586.19,
苏14-15-25H1,4233475.0,19260554.0,
苏14-5-28H2,4243526.0,19261728.0,
苏14-18-38CH,4230446.0,19268689.0,
苏14-7-23C3,4240568.1,19259803.43,0.0
苏14-19-37CH,4229488.31,19268149.93,
苏14-13-35H1,4235456.34,19266452.08,
苏14-16-55,4232029.11,19277569.1,1.0
苏14-0-35,4247485.16,19266459.39,0.0
苏14-01-22,4249929.3,19258977.79,1.0
苏14-19-51,4229389.14,19276258.93,0.0
苏14-15-49,4233432.72,19274509.46,1.0
苏14-14-39C1,4234481.33,19269550.62,
苏14-22-26,4226649.56,19260422.6,1.0
苏14-22-37,4226620.88,19268078.95,1.0
苏14-21-27C7,4227466.16,19262322.02,0.0
苏14-8-26C1,4239739.0,19260856.0,1.0
苏14-03-14CH,4251541.65,19254266.68,
苏14-21-28,4227526.13,19262274.93,2.0
苏14-01-02,4248762.14,19247206.29,0.0
苏14-03-15,4251661.8,19255580.81,0.0
苏14-1-03,4247103.27,19246472.04,1.0
苏14-10-02,4238009.95,19246308.34,0.0
苏14-03-20,4251953.72,19258082.27,2.0
苏14-16-22C4,4232400.98,19258964.54,0.0
苏14-1-28,4246657.05,19262786.96,1.0
苏14-12-37C1,4236408.45,19267860.64,1.0
苏14-7-33XH2,4240953.44,19265909.0,
苏14-16-54,4232025.34,19277562.39,1.0
苏14-01-13,4249736.0,19255334.06,2.0
苏14-15-26C1,4233449.37,19260787.9,1.0
苏14-14-39C9,4234452.98,19269443.14,2.0
苏14-0-36,4247486.57,19266468.05,0.0
苏14-8-03,4240082.38,19246738.75,2.0
苏14-11-24,4237710.08,19259996.97,1.0
苏14-01-23C10,4249929.97,19258970.17,1.0
苏14-22-23,4226735.57,19260361.59,0.0
苏14-19-52,4229390.88,19276263.82,1.0
苏14-21-41C1,4187139.42,19284367.41,0.0
苏14-01-23C4,4249915.08,19259080.97,0.0
苏14-14-39C2,4234479.38,19269543.22,1.0
苏14-22-25C1,4226643.0,19260427.0,1.0
苏14-01-14C2,4249735.99,19255334.05,1.0
苏14-21-27C4,4227463.0,19262315.0,2.0
苏14-22-38C8,4226613.0,19268076.0,0.0
苏14-1-29C2,4246650.37,19262782.98,0.0
苏14-21-27C1,4227521.0,19262268.0,1.0
苏14-1-04,4247104.0,19246480.0,0.0
苏14-16-22C1,4232406.21,19258958.18,0.0
苏14-16-55C4,4232021.76,19277555.43,0.0
苏14-0-21C2,4248162.62,19258043.45,0.0
苏14-15-49C2,4233431.14,19274501.93,1.0
苏14-01-02C4,4248756.65,19247213.35,0.0
苏14-03-18,4251663.91,19255596.7,2.0
苏14-8-26C3,4239736.28,19260851.63,0.0
苏14-12-37C3,4236409.14,19267853.03,0.0
苏14-14-39C5,4234455.28,19269450.67,1.0
苏14-03-14C1,4251544.54,19254272.1,0.0
苏14-0-36A,4247487.09,19266476.02,1.0
苏14-10-02C4,4238008.52,19246316.56,1.0
苏14-03-19,4251960.52,19258078.38,
苏14-01-14C8,4249716.8,19255234.1,0.0
苏14-19-53,4229392.89,19276268.59,0.0
苏14-22-24,4226726.22,19260367.15,2.0
苏14-22-25C5,4226636.45,19260431.57,
苏14-11-25,4237710.64,19259988.81,0.0
苏14-21-27C6,4227458.46,19262308.01,1.0
苏14-7-34XH2,4240959.69,19265916.91,
苏14-8-04,4240081.25,19246746.54,1.0
苏14-01-15,4249739.92,19255349.33,0.0
苏14-21-41C6,4227426.59,19270118.34,1.0
苏14-19-49,4229336.63,19276237.53,
苏14-1-29C3,4246730.79,19262845.36,0.0
苏14-01-23C7,4249914.35,19259089.36,0.0
苏14-8-0,4240082.38,19246738.75,0.0
苏14-1-29C4,4246642.37,19262778.2,0.0
苏14-19-50C9,4229365.02,19276201.13,0.0
苏14-16-55C6,4232032.47,19277576.45,0.0
苏14-22-38C6,4226605.36,19268073.56,1.0
苏14-12-37C2,4236410.17,19267844.87,1.0
苏14-0-21C9,4248168.34,19258037.29,0.0
苏14-19-50C1,4229394.69,19276273.38,1.0
苏14-16-22C2,4232411.12,19258951.97,1.0
苏14-15-49C4,4233429.25,19274493.92,1.0
苏14-22-25C7,4226629.82,19260436.13,
苏14-14-39C7,4234457.29,19269458.41,2.0
苏14-01-14C4,4249718.29,19255242.12,2.0
苏14-1-01,4247104.33,19246488.07,0.0
苏14-21-26,4227454.43,19262300.7,1.0
苏14-03-16C4,4251667.81,19255485.23,0.0
苏14-01-02C8,4248757.0,19247213.0,0.0
苏14-19-48,4229334.58,19276233.02,2.0
苏14-7-23H1,4240471.56,19259722.86,
苏14-03-22,4251968.0,19258074.0,2.0
苏14-19-50C5,4229368.74,19276210.42,0.0
苏14-16-55C2,4232036.22,19277583.78,2.0
苏14-01-23C6,4249913.35,19259097.16,0.0
苏14-01-12,4249734.26,19255326.39,2.0
苏14-0-21C3,4248173.99,19258032.34,1.0
苏14-11-24C5,4237711.0,19259981.0,
苏14-8-11CH,4239861.63,19252030.79,
苏14-22-38C2,4226597.98,19268070.76,0.0
苏14-1-29C1,4246738.28,19262848.61,2.0
苏14-1-29C6,4246635.64,19262774.19,1.0
苏14-1-05,4247104.82,19246496.1,0.0
苏14-19-51H4,4229357.52,19276288.71,
苏14-14-39C3,4234459.49,19269466.17,1.0
苏14-22-25C9,4226709.44,19260379.5,1.0
苏14-19-50C3,4229370.63,19276215.0,1.0
苏14-8-02C2,4240080.0,19246754.0,0.0
苏14-0-11XH1,4248573.5,19251430.95,
苏14-19-37XH1,4229551.71,19268269.03,
苏14-01-03,4248746.32,19247225.76,0.0
苏14-22-24H1,4226629.82,19260436.13,
苏14-16-55C8,4232039.89,19277591.05,1.0
苏14-8-26H2,4239680.76,19260899.84,
苏14-9-34CH,4238664.89,19266240.01,
苏14-01-18CH,4249927.8,19256429.64,
苏14-19-49H4,4229331.06,19276223.39,
苏14-1-03C4,4247104.33,19246488.07,1.0
苏14-19-50C7,4229368.75,19276210.43,0.0
苏14-19-34H1,4229652.33,19262996.89,
苏14-01-23C8,4249994.41,19258970.99,0.0
苏14-01-14H1,4249719.86,19255249.91,
苏14-19-50H4,4229355.733,19276284.03,
苏14-16-21H1,4232416.29,19258945.87,
苏14-19-50C10,4229357.525,19276288.71,0.0
苏14-19-50C4,4229353.89,19276279.39,0.0
苏14-8-01H1,4240083.58,19246268.4,
苏14-8-27H2,4239749.063,19260860.96,
苏14-8-35CH,4239870.94,19266328.84,
苏14-11-37CH,4237480.81,19267687.64,
苏14-01-23C2,4249995.56,19258963.0,
苏14-17-26CH,4231629.66,19261045.26,
苏14-21-20CH,4227449.478,19257252.41,
苏14-03-21CH,4251907.098,19258109.09,
苏14-19-34H2,4229653.995,19265988.97,
苏14-7-29CH,4240820.46,19262799.68,
苏14-7-17CH,4240602.94,19256054.15,
苏14-18-31CH,4230453.67,19264310.97,
苏14-17-26C4,4231740.94,19260913.52,1.0
苏14-03-21C5,4252037.09,19258133.07,1.0
苏14-17-26C5,4231734.97,19260918.69,0.0
苏14-03-21C7,4252034.09,19258129.38,1.0
苏14-8-26C5,4239687.28,19260904.99,1.0
苏14-2-22CH,4246109.62,19257886.86,
苏14-18-41CH,4230709.96,19270940.89,
苏14,4230432.57,19267262.25,1.0
苏21,4237281.15,19270905.35,0.0
苏29,4230442.18,19255875.5,2.0
苏55-6,4233750.51,19264893.3,
苏49-10,4246196.86,19272894.59,
苏56-8,4232884.62,19269103.94,
苏58-8,4227508.84,19269169.71,
苏14-13-41,4234913.36,19270948.02,
苏14-17-37,4231741.17,19268149.74,
苏14-14-36,4234464.97,19267136.07,
苏14-18-38,4230445.72,19268688.78,
苏14-16-40,4231792.64,19269150.68,
苏14-18-33,4230451.08,19265640.38,
苏14-14-40,4234444.31,19270016.77,
苏14-15-36,4233085.65,19267146.46,
苏14-16-41,4232449.85,19270239.76,
苏14-19-37,4229488.76,19268149.56,
苏14-16-30,4232446.61,19263477.31,
苏14-17-41,4231436.32,19270047.82,
苏14-12-32,4236450.42,19264595.06,
苏14-13-32,4235033.11,19264891.85,
苏14-19-44,4229737.4,19272149.47,
苏14-15-43,4233448.93,19271241.51,
苏14-12-41,4235993.52,19270148.57,
苏14-12-34,4236462.59,19266083.14,
苏52-8,4240877.62,19268098.31,
苏14-13-38,4235447.87,19268760.58,
苏14-20-36,4228883.95,19267149.08,
苏14-15-41,4233431.97,19269981.7,
苏14-11-37,4237479.74,19267684.42,
苏14-15-34,4233435.13,19265949.85,
苏14-17-40,4231066.66,19269130.94,
苏14-18-37,4231050.08,19268147.8,
苏14-12-37,4236443.99,19267653.7,
苏14-14-38,4234446.81,19268538.94,
苏14-20-42,4228459.04,19270635.61,
苏14-16-33,4232459.25,19265571.44,
苏49-01,4246167.14,19251118.16,
苏14-20-44,4228418.7,19271955.83,
苏14-18-31,4230452.52,19264306.12,
苏14-17-36,4231436.3,19267119.5,
苏14-21-42,4227473.56,19270681.68,
苏14-19-42,4229446.51,19270496.28,
苏14-13-27,4235374.5,19261529.77,
苏14-12-44,4236461.24,19272144.28,
苏14-21-41,4227468.19,19269986.4,
苏14-12-42,4236259.32,19270948.16,
苏14-11-41,4237456.62,19270313.19,
苏14-18-39,4230476.53,19269282.84,
苏14-16-39,4232447.67,19268712.25,
苏14-7-40,4240898.14,19269154.87,
苏14-18-32,4230455.48,19265073.87,
苏14-15-35,4233434.26,19266550.07,
苏14-11-32,4237864.8,19264886.68,
苏14-22-36,4226900.84,19267155.42,
苏49-8,4243994.17,19270286.98,
苏14-15-39,4233782.48,19269129.78,
苏14-13-35,4235449.88,19266475.08,
苏14-17-34,4231664.34,19266150.63,
苏14-11-36,4237442.14,19267085.42,
苏14-7-29,4240820.46,19262799.68,
苏14-9-45,4239126.77,19272073.24,
苏14-15-27,4233447.65,19261736.62,
苏14-7-32,4240898.87,19264668.58,
苏14-19-29,4229550.63,19263137.6,
苏14-20-34,4228923.63,19266171.61,
苏14-18-35,4230461.12,19266439.58,
苏14-9-40,4238984.46,19268997.28,
苏14-13-31,4235308.95,19263834.97,
苏14-14-39,4234419.14,19269465.73,
苏14-7-34,4240935.82,19266020.88,
苏14-13-34,4235457.9,19265867.58,
苏14-4-42,4244532.13,19271006.37,
苏14-18-36,4230440.91,19267901.47,
苏14-J8,4229598.9,19267187.81,
苏14-9-29,4238714.45,19262526.43,
苏14-7-47,4240913.85,19273094.02,
苏14-17-32,4231446.15,19265001.59,
苏14-11-38,4237418.0,19268301.61,
苏14-9-33,4238669.38,19265650.56,
苏14-4-34,4244028.02,19265587.0,
苏14-18-30,4230475.76,19263679.16,
苏14-4-31,4244064.57,19264363.7,
苏14-5-39,4242640.59,19268835.16,
苏14-6-30,4242060.7,19263603.68,
苏14-16-37,4232497.34,19267560.66,
苏14-9-36,4238700.75,19266934.57,
苏14-J7,4229637.68,19266047.82,
苏14-6-32,4241653.11,19264884.44,
苏14-4-44,4244470.98,19271894.26,
苏14-19-30,4229436.77,19263724.28,
苏14-12-40,4236479.88,19269676.12,2.0
苏14-6-46,4242025.07,19272666.28,
苏14-9-34,4238663.51,19266242.23,
苏14-9-30,4238677.79,19263874.24,
苏14-9-41,4238682.79,19269658.53,
苏14-12-38,4235955.54,19268277.92,
苏14-6-40,4241973.58,19269145.0,
苏14-5-29,4242322.01,19262776.9,
苏14-6-36,4241988.55,19267121.33,
苏14-21-35,4227471.71,19266310.26,
苏14-J9,4229605.91,19267201.07,
苏14-5-34,4242651.43,19265807.62,
苏14-19-32,4229434.65,19264593.43,
苏14-8-32,4239900.74,19264879.55,
苏14-8-36,4239851.25,19267020.61,
苏14-7-45,4240899.07,19271797.94,
苏14-7-46,4240896.1,19272663.66,
苏14-17-33,4231455.02,19265554.49,
苏14-16-42,4232459.38,19270985.22,
苏14-1-46,4247452.93,19272512.47,
苏14-J2,4230741.66,19266728.85,
苏14-1-41,4247470.74,19270138.99,
苏14-9-37,4238680.17,19267559.76,
苏14-2-32,4246175.67,19264717.99,
苏14-2-34,4246175.33,19265905.44,
苏14-8-27,4239854.67,19261277.09,
苏14-4-35,4244483.37,19266402.02,
苏14-9-28,4238715.7,19261890.86,
苏14-17-26,4231629.69,19261044.95,
苏14-4-29,4244129.14,19263139.9,
苏14-9-04,4238694.24,19247438.95,
苏14-8-41,4239858.69,19269773.71,
苏14-J3,4230758.81,19267541.9,
苏14-8-50,4239893.81,19275007.4,
苏14-16-45,4232447.99,19272755.1,
苏14-4-30,4244064.57,19263712.63,
苏14-4-33,4244425.02,19265025.11,
苏14-8-30,4239847.75,19263922.6,
苏14-8-35,4239871.47,19266328.1,
苏14-J10,4229612.92,19267214.33,
苏14-18-40,4230455.06,19270422.1,
苏14-19-33,4229445.8,19265429.38,
苏14-2-49,4246165.44,19275181.67,
苏14-1-33,4247462.97,19265441.23,
苏14-16-17,4232469.36,19256010.79,
苏14-02-37,4251571.74,19267843.58,
苏14-1-12,4247426.63,19253122.76,
苏14-21-36,4228081.9,19267261.32,
苏14-5-18,4243292.26,19256823.2,
苏14-14-27,4234442.19,19261441.15,
苏14-12-45,4236433.99,19272827.99,
苏14-11-44,4237444.93,19272126.33,
苏14-1-35,4247420.83,19266455.38,
苏14-5-52,4243225.84,19276658.87,
苏14-7-50,4240623.13,19274879.5,
苏14-8-45,4239842.06,19272196.48,
苏14-1-18,4247441.17,19256651.88,
苏14-J4,4230744.21,19267545.33,
苏14-5-27,4243248.71,19261513.56,
苏14-11-43,4237459.73,19271553.73,
苏14-01-36,4250428.23,19267181.44,
苏14-01-11,4249859.45,19252422.53,
苏14-15-48,4233448.3,19273993.1,
苏14-6-52,4242032.24,19275903.01,
苏14-13-42,4235471.7,19270473.43,
苏14-J1,4230747.52,19266715.04,
苏14-J5,4230735.8,19266742.66,
苏14-7-39,4240512.16,19268693.03,
苏14-2-14,4246147.56,19254196.15,
苏14-13-46,4235494.16,19273218.6,
苏14-5-40,4243262.87,19269371.44,
苏14-1-39,4247096.82,19269139.18,
苏14-15-45,4233428.96,19272416.7,
苏14-11-47,4237447.35,19273660.41,
苏14-14-42,4234445.27,19270764.43,
苏14-2-30,4246167.92,19263295.34,
苏14-5-38,4243230.95,19268372.18,
苏14-18-26,4230429.3,19260990.27,
苏14-5-29A,4243258.42,19262796.02,
苏14-20-41,4228767.94,19270044.1,
苏14-11-09,4237631.51,19250624.96,
苏14-18-22,4230440.06,19258825.72,
苏14-9-26,4238694.24,19260205.18,
苏14-11-22,4237442.33,19259258.6,
苏14-4-49,4244489.28,19275178.74,
苏14-21-43,4227452.66,19271456.58,
苏14-7-21,4240999.59,19258109.08,
苏14-15-20,4233441.72,19257232.33,
苏14-4-40,4244472.48,19269546.29,
苏14-5-21,4243257.71,19258586.91,
苏14-16-28,4232452.39,19261893.15,
苏14-4-38,4244481.62,19268540.56,
苏14-01-39,4249704.77,19269140.19,
苏14-5-25,4243240.87,19260599.27,
苏14-17-17,4231445.73,19256060.47,
苏14-5-19,4243266.96,19257527.74,
苏14-9-47,4238693.99,19273689.07,
苏14-01-41,4249872.22,19270354.98,
苏14-3-13,4245092.91,19253603.56,
苏14-15-42,4233536.51,19270524.57,
苏14-4-19,4244484.52,19257274.88,
苏14-17-21,4231250.51,19258103.53,
苏14-7-17,4240602.61,19256053.99,
苏14-J6,4230729.61,19267548.76,
苏14-1-48,4247517.85,19273795.98,
苏14-02-40,4251569.81,19269959.92,
苏14-15-26,4233447.48,19260879.38,
苏14-4-14,4244468.66,19254003.84,
苏14-0-47,4248641.96,19272933.57,
苏14-0-40,4248637.61,19269767.27,
苏14-14-21,4234442.32,19257734.07,
苏14-19-21,4229440.56,19258411.0,
苏14-0-12,4248643.18,19253167.76,
苏14-4-27,4244462.58,19261911.45,
苏14-22-41,4226486.58,19270179.66,
苏14-15-13,4234020.48,19253605.15,
苏14-8-22,4239851.39,19258540.21,
苏14-4-04,4244493.53,19247728.84,
苏14-4-51,4244494.03,19276190.46,
苏14-4-47,4244114.56,19273850.02,
苏14-4-12,4244471.46,19253285.75,
苏14-6-13,4241907.19,19253640.73,
苏14-8-09,4239493.8,19250619.92,
苏14-4-20,4245005.62,19258074.74,
苏14-1-09,4247478.56,19250286.87,
苏14-4-21,4244467.06,19258168.77,
苏14-4-08,4244487.06,19249997.11,
苏14-17-20,4231439.39,19257349.19,
苏14-12-21,4236884.1,19258095.16,
苏14-16-14,4232444.46,19253979.75,
苏14-13-43,4234960.37,19271751.5,
苏14-19-27,4229441.71,19262001.98,
苏14-12-19,4236575.28,19257123.15,
苏14-4-11,4244451.32,19251846.75,
苏14-2-11,4246166.12,19252149.17,
苏14-6-10,4242025.8,19251399.83,
苏14-16-23,4232455.15,19259980.29,
苏14-21-27,4227441.7,19261934.3,
苏14-0-28,4248642.92,19262242.99,
苏14-12-30,4236461.97,19263552.47,
苏14-17-22,4231471.23,19259431.39,
苏14-02-13,4249869.62,19253597.47,
苏14-2-42,4246164.84,19271107.38,
苏14-2-03,4246171.79,19246576.09,
苏14-03-14,4251538.93,19254267.75,
苏14-6-07,4242068.33,19249906.65,
苏14-20-46,4228442.32,19273144.84,
苏14-03-08,4251563.66,19250912.33,
苏14-0-32,4248647.27,19264899.93,
苏14-03-13,4251557.45,19252898.24,
苏14-6-12,4242027.13,19252870.56,
苏14-15-06,4233446.91,19248847.92,
苏14-16-24,4232449.93,19259994.35,
苏14-15-07,4233431.44,19249748.67,
苏14-14-30,4234436.59,19263530.63,
苏14-21-03,4227434.04,19247015.76,
苏14-14-13,4235486.43,19253601.76,
苏14-4-22,4244468.95,19259031.9,
苏14-0-49,4248629.51,19274276.69,
苏14-17-24,4231479.91,19259443.62,
苏14-03-21,4251904.1,19258110.46,
苏14-14-43,4234471.01,19271635.91,
苏14-6-08,4242059.47,19249894.54,
苏14-11-11,4237443.87,19252285.93,
苏14-0-11,4248642.07,19252474.28,
苏14-03-12,4251557.45,19252898.24,
苏14-20-48,4228442.1,19274390.32,
苏14-21-20,4227449.47,19257251.73,
苏14-12-28,4236480.21,19261619.29,
苏14-5-17,4243267.38,19256248.05,
苏14-16-25,4232444.35,19260009.45,
苏14-13-07,4235455.78,19249220.64,
苏14-02-39,4251397.21,19269136.9,
苏14-13-41A,4234952.75,19271780.52,
苏14-01-40,4249907.42,19269716.98,
苏14-5-16,4243244.64,19255486.49,
苏14-16-26,4232428.38,19261123.51,
苏14-03-09,4251563.27,19250927.33,
苏14-17-25,4231488.6,19259455.85,
苏14-19-50,4229442.6,19276251.24,
苏14-6-09,4242050.62,19249882.44,
苏14-2-23,4246163.13,19258722.43,
苏14-14-28,4234455.16,19261968.18,
苏14-12-09,4236690.11,19250623.66,
苏14-03-11,4251554.96,19252868.34,
苏14-9-14,4238695.12,19254150.49,
苏14-4-37,4244457.58,19267758.08,
苏14-7-51,4240602.44,19275579.76,
苏14-19-17,4229476.12,19255968.97,
苏14-01-21,4249868.67,19258222.13,
苏14-13-06,4235500.14,19248453.58,
苏14-11-29,4237451.46,19262109.6,
苏14-5-44,4243250.02,19271936.2,
苏平14-13-36,4235120.42,19267149.16,
苏14-01-18,4249927.99,19256429.23,
苏14-2-17,4246688.84,19255955.15,
苏14-22-27,4226431.5,19261809.41,
苏14-03-01,4251549.67,19245973.55,
苏14-13-44,4234948.94,19271795.03,
苏14-01-23,4249853.57,19259184.07,
苏14-4-25,4244483.82,19260502.76,
苏14-13-28,4236482.3,19261604.44,
苏14-21-49,4227398.96,19275238.32,
苏14-02-25,4250648.56,19260434.88,
苏14-1-02,4247432.02,19245971.27,
苏14-02-31,4250643.72,19263788.53,
苏14-14-29,4234453.98,19261983.13,
苏14-6-11,4241994.18,19252040.41,
苏14-5-45,4243240.02,19271947.38,
苏14-03-10,4251562.87,19250942.32,
苏14-21-09,4227767.47,19250653.8,
苏14-4-26,4244482.45,19261256.67,
苏14-18-12,4230409.91,19252771.61,
苏14-19-13,4229439.14,19254020.32,
苏14-0-25,4248626.31,19260465.58,
苏14-21-10,4227503.22,19251327.06,
苏14-11-28,4237451.46,19262109.6,
苏14-12-27,4236484.39,19261589.59,
苏14-6-55,4242060.09,19276972.72,
苏14-11-08,4237469.42,19249126.18,
苏14-14-45,4234460.77,19272606.65,
苏14-15-17,4233435.36,19256200.47,
苏14-20-08,4228562.74,19250123.76,
苏14-2-24,4246160.95,19259529.47,
苏14-14-17,4234445.47,19255804.53,
苏14-18-51,4230070.32,19276932.91,
苏14-12-06,4236484.52,19249196.56,
苏14-18-08,4230747.22,19250634.6,
苏14-18-13,4230340.14,19253605.08,
苏14-21-08,4227431.61,19249888.9,
苏14-20-11,4228476.3,19252593.94,
苏14-2-07,4246180.88,19249677.41,
苏14-6-54,4242058.51,19276957.8,
苏14-19-14,4229441.61,19254034.99,
苏14-11-27,4237451.46,19262109.6,
苏14-6-26,4242021.68,19261205.58,
苏14-5-46,4243224.93,19273121.04,
苏14-18-18,4230440.53,19256396.04,
苏14-18-20,4230439.04,19257782.89,
苏14-11-07,4237484.24,19249123.83,
苏14-9-11,4238687.88,19252207.65,
苏14-18-09,4230755.49,19250647.11,
苏14-8-11,4239861.87,19252030.34,
苏14-8-07,4239846.2,19249399.29,
苏14-16-16,4232405.88,19255304.33,
苏14-20-12,4228463.6,19252601.92,
苏14-14-46,4234452.09,19273556.13,
苏14-13-26,4236486.48,19261574.74,
苏14-12-07,4236493.65,19249208.46,
苏14-19-22,4229430.03,19259005.46,
苏14-19-25,4229425.7,19260535.51,
苏14-2-08,4246184.29,19249692.02,
苏14-9-15,4238766.83,19254758.14,
苏14-18-24,4230405.15,19260142.35,
苏14-18-14,4230339.92,19253620.08,
苏14-0-31,4248645.18,19263346.49,
苏14-21-21,4227466.02,19258533.92,
苏14-0-04,4248661.13,19248072.71,
苏14-13-45,4234941.32,19271824.05,
苏14-20-21,4228437.2,19258189.19,
苏14-15-09,4233454.44,19251187.35,
苏14-19-15,4229444.1,19254049.79,
苏14-18-10,4230763.77,19250659.63,
苏14-11-06,4237499.05,19249121.49,
苏14-20-13,4228450.9,19252609.9,
苏14-6-53,4242056.93,19276942.89,
苏14-5-47,4243220.05,19273135.53,
苏14-6-25,4242030.91,19261193.76,
苏14-0-30,4248642.92,19262242.99,
苏14-18-06,4230440.14,19248750.64,
苏14-0-42,4248633.91,19270914.25,
苏14-5-51,4243225.8,19276177.12,
苏14-14-44A,4234938.6,19271838.83,
苏14-12-26,4236488.57,19261559.89,
苏14-0-53,4248642.18,19277163.57,
苏14-21-11,4227457.11,19251846.69,
苏14-3-29,4245167.0,19263144.53,
苏14-21-22,4227475.47,19258545.57,
苏14-0-29,4248631.04,19263320.03,
苏14-01-42,4249869.96,19270858.38,
苏14-5-42,4243233.95,19270164.04,
苏14-21-18,4227465.07,19256446.18,
苏14-20-03,4228446.02,19247108.11,
苏14-12-08,4236502.77,19249220.37,
苏14-19-03,4229435.68,19247241.94,
苏14-0-41,4248646.02,19270905.56,
苏14-0-21,4248382.24,19257865.72,
苏14-2-09,4246187.7,19249706.62,
苏14-5-41,4243242.06,19270158.19,
苏14-15-10,4233463.27,19251199.48,
苏14-19-04,4229437.11,19247251.84,
苏14-9-51,4238701.21,19276142.86,
苏14-0-30C2,4248628.21,19263314.74,
苏14-21-23,4227483.66,19258555.67,
苏14-21-12,4227466.56,19251859.23,
苏14-9-52,4238701.21,19276142.86,
苏14-11-26,4236497.91,19261552.11,
苏14-0-30C1,4248622.55,19263304.16,
苏14-21-18C1,4227472.38,19256439.37,
苏14-21-23C3,4227489.96,19258563.44,
苏14-21-18C2,4227479.7,19256432.54,
苏14-21-23C4,4227499.41,19258575.09,
苏14-0-9,4248613.12,19250841.41,
苏14-4-05,4244404.79,19248681.96,
苏14-0-7,4248592.67,19249929.2,
苏14-15-11,4233472.1,19251211.6,
苏14-1-13,4247904.88,19253473.06,
苏14-02-14,4250412.51,19253408.54,
苏14-5-14,4242601.73,19254581.13,
苏14-5-13,4242599.3,19254522.17,
苏14-4-06,4244400.62,19248757.09,
苏14-0-9C1,4248600.38,19250833.16,
苏14-4-06C4,4244403.95,19248696.96,
苏14-0-7C1,4248603.96,19249938.78,
苏14-0-7C4,4248557.18,19249900.78,
苏14-0-8,4248562.42,19250807.35,
苏14-1-13C1,4248590.0,19253780.0,
苏14-0-9C4,4249302.0,19250639.0,
苏14-5-14C4,4242598.03,19254537.16,
苏14-4-07,4244399.73,19248771.98,
苏329,4238708.4,19244153.4,
苏14-4-10,4244219.43,19251254.48,
苏平14-19-09,4230550.51,19250624.5,
苏14-5-14C1,4242601.29,19254596.1,
苏14-4-06C1,4244402.89,19248712.13,
苏14-21-16,4227448.16,19254330.6,
苏14-1-13C2,4247176.0,19253868.0,
苏14-22-22,4226520.96,19258125.84,
苏14-0-7C3,4248581.03,19249919.93,
苏14-02-12C1,4250421.36,19253396.43,
苏14-22-39C1,4226473.65,19269146.39,
苏14-5-14C3,4242599.04,19254552.38,
苏14-22-34C4,4226450.73,19266142.52,
苏14-22-32C1,4226472.49,19264644.74,
苏14-21-15,4227447.45,19254320.05,
苏14-21-07,4227445.43,19249344.62,
苏平14-2-08,4246038.75,19249695.66,
苏14-02-12,4250448.76,19253359.72,
苏14-1-11,4247907.97,19253463.22,
苏14-22-28,4226433.57,19263100.76,
苏14-22-14,4226690.98,19253333.77,
苏14-22-40,4226458.82,19269144.12,
苏14-5-15,4242601.99,19254566.12,
苏14-22-25C4,4226491.98,19260516.66,
苏14-02-12C3,4250430.36,19253384.35,
苏14-1-43,4247442.07,19271433.54,
苏14-22-31,4226457.24,19264644.75,
苏14-22-38C1,4226657.98,19268147.78,
苏14-22-39,4226443.88,19269141.65,
苏14-2-26C3,4245457.02,19260910.8,
苏14-01-26,4249869.68,19261284.18,
苏14-22-46C4,4226230.44,19272530.2,
苏14-22-29,4226421.12,19263109.13,
苏平14-2-10,4245969.49,19250606.23,
苏14-22-34,4226451.62,19266156.58,
苏14-02-12C4,4250457.39,19253347.78,
苏14-02-45,4251645.83,19272649.37,
苏14-14-22,4234438.98,19258476.76,
苏14-22-25,4226506.88,19260515.29,
苏14-13-11,4235442.19,19251932.66,
苏14-11-33,4236999.16,19265245.48,
苏14-22-53C1,4226155.08,19276736.44,
苏14-2-26C2,4245455.6,19260920.88,
苏14-22-32,4226442.28,19264644.96,
苏14-02-11,4250440.16,19253372.01,
苏14-22-46,4226223.56,19272537.45,
苏14-22-38,4226657.98,19268147.78,
苏14-01-26C1,4249869.49,19261274.18,
苏14-2-26,4246817.89,19261523.27,
苏平14-13-39,4235442.11,19269178.51,
苏14-02-44,4251639.54,19272641.62,
苏14-22-02C4,4226817.64,19246130.43,
苏14-22-43C4,4226146.7,19271201.5,
苏14-22-33,4226427.25,19264645.4,
苏14-22-50,4226440.47,19275075.28,
苏14-18-38H,4230179.88,19268694.13,
苏14-16-28H,4232235.3,19261873.62,
苏14-7-41H2,4240611.17,19269581.73,
苏14-6-24H,4241542.25,19260143.35,
苏14-6-42,4242035.89,19270046.28,
苏14-7-41H1,4240660.84,19269604.98,
苏14-2-34H,4246231.31,19265907.14,
苏14-6-51H,4241439.95,19275297.94,
苏14-7-42,4240556.52,19269667.68,
苏14-7-28,4240604.46,19262012.11,
苏14-2-41,4246521.64,19270176.61,
苏14-4-26H,4244403.71,19261178.79,
苏14-5-11,4243849.28,19252463.33,
苏14-01-31H,4249155.43,19263876.13,
苏14-13-10,4235413.83,19251185.18,
苏14-4-09,4243977.5,19250586.19,2.0
苏14-11-10,4237542.0,19251608.87,
苏14-4-40H,4244507.43,19269559.06,
苏14-2-35,4246127.26,19265907.73,
苏14-13-12,4235438.29,19251876.3,
苏14-4-08H,4244521.25,19250042.97,
