日期,井号,层位,气田,采气厂,中东西,区块,自营/合作,集气站,井型,分类,投产日期,投产年份,生产时间,油压,套压,日产气量,月产气量,年产气量,历年产气量,备注
2021/12/31 0:00,桃2-2-14,山1、山2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅱ类井,2008/12/6,2021,0,0.66,0.56,0,0,17.6271,2534.4345,计划关井（无气量）：2021-08-03 08:00因无气量(因无气量关井)，关井前油套压2.52/1.87Mpa。
2021/12/31 0:00,桃2-25-27,马五1_2、马五1_3,苏里格气田,采气三厂,中区,桃2区,自营,桃2-5集气站,直井,Ⅲ类井,2012/3/10,2021,0,0.61,20.8,0,0,0,1155.9122,计划关井:硫化氢高关井  2017年9月11日关井
2021/12/31 0:00,桃2-6-10,盒8,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅲ类井,2008/11/23,2021,0,2.87,0.42,0,0,3.9407,1309.5056,计划关井（无气量）：2021-08-02 08:00因无气量(因无气量关井)，关井前油套压2.16/2.01Mpa。
2021/12/31 0:00,桃2-13-1,盒8下、山1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅰ类井,2010/11/29,2021,0,1.79,13.49,0,0,13.2641,4219.8019,计划关井（生产组织影响）：2021-10-07 10:00因生产组织影响(因站内动火关井)，关井前油套压1.8/1.8M
2021/12/31 0:00,桃2-12-28,盒8下、山1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅰ类井,2009/6/17,2021,0,2.54,5.3,0,17.3698,72.973,3661.1953,计划关井（间歇生产）：2021-12-27 15:15因间歇生产(冬关夏开)，关井前油套压2.5/5.29Mpa。
2021/12/31 0:00,桃2-20-9C2,盒8上、山1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅱ类井,2011/6/24,2021,0,2.12,8.84,0,0,23.0253,2760.5511,计划关井（生产组织影响）：2021-10-10 09:25因生产组织影响(因站内动火关井)，关井前油套压1.46/7.9
2021/12/31 0:00,桃2-8-30,盒8下,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅱ类井,2009/6/12,2021,24,1.67,4.64,0.1745,7.1588,64.6498,1780.354,柱塞气举
2021/12/31 0:00,桃2-8-1C2,盒8上_2、盒8下_2、山1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅱ类井,2009/12/13,2021,0,1.75,1.18,0,0,1.158,2180.0906,计划关井（生产组织影响）：2021-08-14 08:23因生产组织影响(因干管动火关井)，关井前油套压1.4/0.52
2021/12/31 0:00,桃2-4-8,盒8,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅱ类井,2010/11/26,2021,0,1.48,2.7,0,0,14.3736,1872.5434,计划关井（无气量）：2021-08-02 08:00因无气量(因无气量关井)，关井前油套压2.33/1.75Mpa。
2021/12/31 0:00,桃2-10-29,马五1_3,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅲ类井,2011/8/3,2021,0,3.66,13.5,0,0,0,969.2984,"计划关井（生产组织影响）：2020-11-15因生产组织影响,关井前油套压2.99/16.71Mpa"
2021/12/31 0:00,桃2-6-28,盒8下、山1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅱ类井,2009/6/25,2021,24,1.98,13.09,0.5594,15.8043,142.5181,2321.8155,
2021/12/31 0:00,桃2-20-9,盒8、山1、山2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅱ类井,2011/6/24,2021,24,2.17,7.17,0.3082,6.8772,76.2312,1841.1825,柱塞气举
2021/12/31 0:00,桃2-11-6,盒8,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅰ类井,2009/8/6,2021,0,2.8,8.34,0,0,45.027,6349.9033,计划关井（生产组织影响）：2021-10-07 11:00因生产组织影响(因站内动火关井)，关井前油套压1.6/7.8M
2021/12/31 0:00,桃2-14-26,盒8,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅱ类井,2011/9/18,2021,24,2.87,8.31,0.1428,5.8571,52.0307,1810.61,
2021/12/31 0:00,桃2-6-9,山1、盒8下,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅲ类井,2009/5/14,2021,0,2.28,0.77,0,0,5.0214,1244.6903,计划关井（无气量）：2021-08-02 08:00因无气量(因无气量关井)，关井前油套压2.2/1.78Mpa。
2021/12/31 0:00,桃2-5-24,山2_1、盒8下_2、盒8上_2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅲ类井,2015/1/11,2021,24,1.7,10.21,0.3596,10.1597,105.3589,656.3262,
2021/12/31 0:00,桃2-28-22,盒8上、盒8下,苏里格气田,采气三厂,中区,桃2区,自营,桃2-4集气站,直井,Ⅱ类井,2011/12/8,2021,0,0.61,13.08,0,0,24.6784,1993.4172,计划关井（生产组织影响）：2021-08-07 11:00因生产组织影响(因集气站检修关井)，关井前油套压3.15/11
2021/12/31 0:00,桃2-22-13,山1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-4集气站,直井,Ⅱ类井,2014/1/7,2021,0,1.25,15.24,0,0,1.1809,1247.1887,计划关井（生产组织影响）：2021-08-07 15:35因生产组织影响(因集气站检修关井)，关井前油套压3.2/13.
2021/12/31 0:00,桃2-19-20,山1、马五1_2、马五1_3、马五2_3、马五4_1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅲ类井,2012/11/16,2021,0,1.84,20.54,0,0,0,1165.4061,"计划关井（生产组织影响）：2020-08-21因生产组织影响,关井前油套压3.41/24.2Mpa"
2021/12/31 0:00,桃2-7-19C3,盒8上、盒8下、山2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅱ类井,2010/10/15,2021,0,1.4,8.42,0,2.31,25.4254,1547.3061,计划关井（间歇生产）：2021-12-27 10:30因间歇生产(冬关夏开)，关井前油套压1.35/8.4Mpa。
2021/12/31 0:00,桃2-6-27,盒8下、山2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅱ类井,2009/6/19,2021,0,1.99,10.82,0,0,126.2168,2739.2523,计划关井（生产组织影响）：2021-09-20 09:00因生产组织影响(因集气站检修停产关井)，关井前油套压2.78/
2021/12/31 0:00,桃2-10-2,盒8,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅲ类井,2010/11/28,2021,0,0.28,0.75,0,0,3.5784,1032.5591,计划关井（无气量）：2021-08-03 08:00因无气量(因无气量关井)，关井前油套压2.45/2.25Mpa。
2021/12/31 0:00,桃2-20-14,山2、盒8下,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅲ类井,2009/8/6,2021,0,3.51,15.3,0,0,17.4282,1155.7293,计划关井（关井轮休）：2021-10-03 10:15因关井轮休(因限产关井)，关井前油套压3.1/9.1Mpa。
2021/12/31 0:00,桃2-1-1C1,盒8下、山1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅲ类井,2011/8/10,2021,0,1.19,3.64,0,1.4375,14.7528,1033.4967,计划关井（间歇生产）：2021-12-27 11:10因间歇生产(冬关夏开)，关井前油套压1.2/3.64Mpa。
2021/12/31 0:00,桃2-1-11C1,山1_1、山1_3、山2_2、盒8下_1、马五1_3,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅲ类井,2018/12/17,2021,24,4.33,17.45,0.7125,16.3739,156.2123,269.4948,
2021/12/31 0:00,桃2-26-14,山1_3、盒8下_2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-4集气站,直井,Ⅱ类井,2019/6/19,2021,24,1.35,13.56,0.4226,13.6324,151.6317,514.4177,
2021/12/31 0:00,桃2-7-10C1,马五1_3、马五1_2、盒8下_2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅲ类井,2019/12/25,2021,24,4.12,10.02,0.6019,13.3977,86.4569,187.5677,
2021/12/31 0:00,桃2-8-30C1,山1、盒8,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅱ类井,2011/12/21,2021,24,3.65,15.86,0.0408,1.3387,26.8468,1551.6963,
2021/12/31 0:00,桃2-12-1C1,盒8上、盒8下,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅱ类井,2010/12/12,2021,0,1.5,5.63,0,7.2733,51.1421,1597.6534,计划关井（间歇生产）：2021-12-27 10:40因间歇生产(冬关夏开)，关井前油套压1.45/5.6Mpa。
2021/12/31 0:00,桃2-23-11C9,盒8下_1、盒8上_2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-4集气站,直井,Ⅱ类井,2019/4/22,2021,24,4.33,17.46,0.8171,5.893,257.3762,695.1677,
2021/12/31 0:00,桃2-23-11C11,山1_2、山1_1、盒8下_2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-4集气站,直井,Ⅲ类井,2019/4/22,2021,24,3.31,13.71,0.5993,4.3134,152.8741,522.3592,
2021/12/31 0:00,桃2-7-7C2,山1_3、盒8上_2、盒8下_2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅰ类井,2019/4/22,2021,24,1.35,6.79,2.6376,74.514,678.3002,1691.852,
2021/12/31 0:00,桃2-23-11C19,盒8下_1、盒8下_2、山1_2、山2_1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-4集气站,直井,Ⅲ类井,2019/4/22,2021,24,3.53,5.86,0.6511,21.0037,188.5528,590.7967,
2021/12/31 0:00,桃2-23-11C21,盒8下_1、盒8下_2、山1_3,苏里格气田,采气三厂,中区,桃2区,自营,桃2-4集气站,直井,Ⅱ类井,2019/4/22,2021,24,3.28,15.19,0.7029,5.0408,246.1017,831.2992,
2021/12/31 0:00,桃2-27-14,山1_3、山1_1、盒8下、盒7,苏里格气田,采气三厂,中区,桃2区,自营,桃2-4集气站,直井,Ⅱ类井,2019/6/19,2021,24,1.36,8.31,0.1857,5.9891,266.9061,791.9635,
2021/12/31 0:00,桃2-10-27,盒7、盒8、山2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅰ类井,2009/11/30,2021,24,3.77,15.17,0.1349,5.5323,55.6521,3483.9106,
2021/12/31 0:00,桃2-15-5,盒8上、上1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅱ类井,2009/11/2,2021,0,1.81,3.5,0,0,1.8037,2556.7457,计划关井（无气量）：2021-08-02 08:00因无气量(因无气量关井)，关井前油套压2.22/2.5Mpa。柱塞气
2021/12/31 0:00,桃2-4-1C2,山1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅲ类井,2012/5/16,2021,0,1.26,7.57,0,0,20.2926,1006.736,计划关井（生产组织影响）：2021-09-20 11:08因生产组织影响(因集气站检修停产关井)，关井前油套压3/7Mp
2021/12/31 0:00,桃2-2-5,盒8下、山1、山2、马五,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅱ类井,2011/7/22,2021,0,2.75,16.76,0,0.9714,5.715,1474.5101,计划关井（间歇生产）：2021-12-27 11:35因间歇生产(冬关夏开)，关井前油套压2.74/16.75Mpa。
2021/12/31 0:00,桃2-1-7,盒8、山1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅲ类井,2015/12/2,2021,24,1.91,13.8,0.3197,9.032,57.0726,1042.6222,
2021/12/31 0:00,桃2-1-8,盒8、山1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅱ类井,2015/11/29,2021,24,1.93,7.86,0.8992,25.402,157.8935,1614.3208,
2021/12/31 0:00,桃2-1-28,盒7、盒8,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅱ类井,2009/10/19,2021,0,1.16,5.57,0,2.4202,21.8497,2020.377,计划关井（间歇生产）：2021-12-27 09:50因间歇生产(冬关夏开)，关井前油套压1.1/5.52Mpa。柱塞气
2021/12/31 0:00,桃2-5-8,盒8,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅲ类井,2014/8/25,2021,24,1.25,5.82,0.3396,9.5941,75.5863,1289.809,
2021/12/31 0:00,桃2-20-1,盒8下_1、山1_3、马五3_1、马五4_2、马五4_1a,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅰ类井,2010/12/12,2021,24,2.17,10.11,0.2568,5.7384,45.2188,4448.3047,柱塞气举
2021/12/31 0:00,桃2-9-22,盒7、盒8,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅱ类井,2013/11/24,2021,0,1.87,8.93,0,0,25.6953,1471.7125,计划关井（生产组织影响）：2021-09-20 16:40因生产组织影响(因干管动火接新井关井)，关井前油套压3.25/
2021/12/31 0:00,桃2-20-9C1,山1、山2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅰ类井,2011/6/24,2021,0,1.84,9.54,0,0,90.9336,3121.0895,计划关井（生产组织影响）：2021-10-10 11:15因生产组织影响(因站内动火关井)，关井前油套压1.5/9Mpa
2021/12/31 0:00,桃2-3-25,盒8下、马五1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅲ类井,2011/7/12,2021,0,2.01,20.23,0,2.4068,27.049,505.3057,计划关井（工艺实验）：2021-12-10 17:00因工艺实验(单井脱硫实验结束关井)，关井前油套压1.8/20.3M
2021/12/31 0:00,桃2-11-24,盒8下、山1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅱ类井,2009/6/11,2021,0,2.86,3.68,0,0,10.4023,2355.6171,计划关井（无气量）：2021-08-02 08:00因无气量(因无气量关井)，关井前油套压2.88/1.98Mpa。
2021/12/31 0:00,桃2-4-22,盒8下、山1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅱ类井,2008/7/15,2021,0,1.07,2.94,0,0,1.1055,1489.2526,计划关井（无气量）：2021-08-02 08:00因无气量(因无气量关井)，关井前油套压2.51/2.32Mpa。
2021/12/31 0:00,桃2-4-4,盒8、山1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅲ类井,2013/10/12,2021,24,1.58,13.46,0.2597,7.3378,63.5,1058.3106,
2021/12/31 0:00,桃2-10-26,盒8、山2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅰ类井,2009/10/26,2021,0,0.1,12.69,0,0,10.8318,2883.785,计划关井（工艺试验）：2021-10-03 14:30因工艺试验(因柱塞井施工关井)，关井前油套压2.69/14.72M
2021/12/31 0:00,桃2-12-12,马五、山1、山2、盒8,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅱ类井,2013/8/4,2021,0,1.85,20.09,0,0,17.4187,1456.4385,计划关井（生产组织影响）：2021-10-17 09:15因生产组织影响(因站内动火关井)，关井前油套压1.15/19.
2021/12/31 0:00,桃2-6-26,盒8,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅲ类井,2009/6/19,2021,0,2.02,3.03,0,0,1.7701,453.5126,计划关井（生产组织影响）：2021-09-20 08:50因生产组织影响(因集气站检修停产关井)，关井前油套压2.81/
2021/12/31 0:00,桃2-14-28,山2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅲ类井,2011/9/19,2021,0,1.61,12.76,0,3.8953,36.7602,1399.9566,计划关井（间歇生产）：2021-12-27 15:55因间歇生产(冬关夏开)，关井前油套压1.58/12.74Mpa。
2021/12/31 0:00,桃2-16-14C2,盒8下、山1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅰ类井,2009/12/16,2021,0,2.01,3.43,0,0,54.0895,5171.3792,计划关井（无气量）：2021-08-03 08:00因无气量(因无气量关井)，关井前油套压2.26/0.81Mpa。柱塞
2021/12/31 0:00,桃2-15-6,盒7、盒8下,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅲ类井,2009/12/11,2021,0,1.73,2.3,0,0,1.129,1333.8651,计划关井（无气量）：2021-08-02 08:00因无气量(因无气量关井)，关井前油套压2.35/2.41Mpa。
2021/12/31 0:00,桃2-13-11,马五1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅲ类井,2009/6/2,2021,0,4.1,0.49,0,0,0,614.0321,"计划关井（关井轮休）：2018-07-24因关井轮休,关井前油套压3.51/3.46Mpa"
2021/12/31 0:00,桃2-9-27,山2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅱ类井,2009/6/16,2021,0,1.4,3.49,0,0,11.827,1510.7943,计划关井（无气量）：2021-08-02 08:00因无气量(因无气量关井)，关井前油套压3.02/2.12Mpa。
2021/12/31 0:00,桃2-6-21,盒8,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅲ类井,2009/6/19,2021,0,1.72,17.39,0,0,0,27.0236,"计划关井（关井轮休）：2016-05-11因关井轮休,关井前油套压1.5/11.5Mpa"
2021/12/31 0:00,桃2-3-21,盒8下、山1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅱ类井,2008/6/22,2021,24,1.07,3.05,0.3996,11.2898,62.9607,1773.235,
2021/12/31 0:00,桃2-3-23,盒8上_2、盒8下_2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅲ类井,2014/11/29,2021,0,1.34,10.43,0,0,19.8948,752.3902,计划关井（生产组织影响）：2021-09-20 09:30因生产组织影响(因集气站检修停产关井)，关井前油套压6.8/9
2021/12/31 0:00,桃2-22-12A,盒8上_2、盒8下_1、盒8下_2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-4集气站,直井,Ⅰ类井,2018/11/26,2021,24,1.86,15.06,1.5709,50.6815,445.77,1384.721,
2021/12/31 0:00,桃2-27-6,山1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-4集气站,直井,Ⅱ类井,2012/11/20,2021,24,1.75,2.74,0.2894,9.3378,74.9188,1962.256,
2021/12/31 0:00,桃2-32-8C6,,苏里格气田,采气三厂,中区,桃2区,自营,桃2-4集气站,直井,,2021/9/28,2021,0,20.7,21.98,0,0,23.5812,23.5812,计划关井（动态监测）：2021-10-12 08:00因动态监测(因试气不点火压力恢复关井)，关井前油套压21.00/2
2021/12/31 0:00,桃2-17-13,盒8下、山1_3、山2_2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅱ类井,2016/1/7,2021,24,1.7,5.27,0.3903,8.7046,108.1003,1542.0981,柱塞气举
2021/12/31 0:00,桃2-26-3,盒8、山1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-4集气站,直井,Ⅲ类井,2016/12/15,2021,0,3.26,16.26,0,0,124.6408,1025.395,计划关井（生产组织影响）：2021-11-23 09:22因生产组织影响(因干管动火接新井关井)，关井前油套压3.3/1
2021/12/31 0:00,桃2-17-14,盒8下、山1_2、山2_2、山2_1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅱ类井,2016/1/7,2021,0,4.25,10.3,0,0,114.7149,2407.3453,计划关井（生产组织影响）：2021-10-10 09:05因生产组织影响(因站内动火关井)，关井前油套压2.9/6.3M
2021/12/31 0:00,桃2-18-2C3,盒8上_2、盒8下_2、山1_3,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅰ类井,2017/12/27,2021,24,2.64,14.86,0.719,30.635,230.5151,1563.156,
2021/12/31 0:00,桃2-6-15,马五1_2、马五1_3、马五5,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅱ类井,2016/9/11,2021,24,3.91,9.85,0.6529,14.2851,207.4005,1844.0384,
2021/12/31 0:00,桃2-8-5,盒8上,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅱ类井,2009/8/6,2021,0,2.43,5.19,0,0,30.9553,1910.1021,计划关井（生产组织影响）：2021-10-17 09:40因生产组织影响(因站内动火关井)，关井前油套压1/4.12Mp
2021/12/31 0:00,桃2-1-5,山1、山2、盒8,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅲ类井,2016/8/3,2021,24,1.33,15.11,0.5995,16.9346,151.3474,733.2769,
2021/12/31 0:00,桃2-17-24,盒8下_2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅲ类井,2015/1/1,2021,24,2.31,10.35,0.246,10.0878,113.0893,991.9252,柱塞气举
2021/12/31 0:00,桃2-5-7C2,山1、马五1_3,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅱ类井,2016/12/5,2021,0,3.99,14.99,0,0,69.806,1109.8106,计划关井（生产组织影响）：2021-06-09 11:10因生产组织影响(因乌一站停产检修关井)，关井前油套压3/14.
2021/12/31 0:00,桃2-25-14,盒8,苏里格气田,采气三厂,中区,桃2区,自营,桃2-4集气站,直井,Ⅲ类井,2011/5/6,2021,0,1.75,14.5,0,0,54.8153,901.8639,计划关井（生产组织影响）：2021-08-07 15:30因生产组织影响(因集气站检修关井)，关井前油套压2.9/2.9
2021/12/31 0:00,桃2-16-10C3,山1_2、盒8下_2、盒8下_1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅲ类井,2017/7/9,2021,24,2.08,12.02,0.1438,6.1262,179.1101,676.8472,适时泡排
2021/12/31 0:00,桃2-16-10,山1、盒8,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅱ类井,2017/7/12,2021,24,2.09,14.32,0.8217,35.0122,258.6433,1181.6832,适时泡排
2021/12/31 0:00,桃2-16-10C2,盒8下_2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅱ类井,2017/7/9,2021,24,3.32,13.67,0.7088,30.1981,223.0293,1107.9382,适时泡排
2021/12/31 0:00,桃2-14-19,马五4_3、马五4_1a、山1_2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅱ类井,2017/7/9,2021,24,2.95,4.57,0.2856,11.715,135.0069,898.9084,柱塞气举
2021/12/31 0:00,桃2-16-10C6,山1_3,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅲ类井,2017/7/9,2021,24,2.25,5.74,0.1027,4.3754,75.2749,540.6667,适时泡排
2021/12/31 0:00,桃2-28-32,盒8、山1、马五1_3、马五4_1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-5集气站,直井,Ⅰ类井,2012/9/15,2021,0,12.79,13.85,0,0,174.4031,5053.1553,计划关井（生产组织影响）：2021-09-10 11:25因生产组织影响(因动火接新井关井)，关井前油套压3.07/10
2021/12/31 0:00,桃2-1-26,盒8,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅱ类井,2016/11/30,2021,24,2.85,13.88,1.059,29.6951,249.8103,1973.1031,
2021/12/31 0:00,桃2-23-20,盒8,苏里格气田,采气三厂,中区,桃2区,自营,桃2-4集气站,直井,Ⅲ类井,2011/12/7,2021,0,1.7,14.32,0,0,30.5044,787.6616,计划关井（生产组织影响）：2021-08-07 14:10因生产组织影响(因集气站检修关井)，关井前油套压3.1/13.
2021/12/31 0:00,桃2-16-7C3,山2、山1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅱ类井,2017/6/26,2021,24,1.8,11.78,0.6471,22.4799,202.7921,1370.9037,适时泡排
2021/12/31 0:00,桃2-16-7C5,盒8下、盒8上,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅲ类井,2017/6/26,2021,24,2.48,17.07,0.4211,14.6275,103.3005,704.2211,
2021/12/31 0:00,桃2-16-7C4,盒8,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅲ类井,2017/6/26,2021,24,1.88,14.11,0.5136,17.8177,132.6688,863.6891,
2021/12/31 0:00,桃2-16-7C1,山1_2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅲ类井,2017/6/26,2021,24,1.82,11.27,0.565,19.6335,151.655,970.9446,适时泡排
2021/12/31 0:00,桃2-14-19C6,盒8、山1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅱ类井,2017/7/3,2021,24,1.52,14.06,0.4284,7.8653,166.1439,882.3734,
2021/12/31 0:00,桃2-21-8C4,盒8下_2、盒8上_2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅲ类井,2017/9/8,2021,24,2.06,9.82,0.1233,5.2511,42.6783,565.7581,柱塞气举
2021/12/31 0:00,桃2-1-25C1,盒8、山1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅲ类井,2016/11/30,2021,24,2.75,8.52,0.6794,19.1922,167.1988,905.0882,
2021/12/31 0:00,桃2-30-12,,苏里格气田,采气三厂,中区,桃2区,自营,桃2-4集气站,直井,,2021/8/22,2021,24,4.73,24.21,0.5499,23.7288,61.5505,61.5505,
2021/12/31 0:00,桃2-15-16,盒8、马五,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅲ类井,2011/10/17,2021,0,1.33,24.61,0,0,0,490.0707,计划关井（硫化氢高关井）：2019-09-19 10:00因硫化氢高关井(2019年9月19日检测硫化氢含量1686mg
2021/12/31 0:00,桃2-17-16,马五4_1a、山2_1、山1_1、盒8下_1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-3集气站,直井,Ⅱ类井,2011/1/1,2021,24,1.88,4.16,0.3492,7.7794,83.8626,2890.4467,柱塞气举
2021/12/31 0:00,桃2-0-28,盒7、盒8下_1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-1集气站,直井,Ⅱ类井,2009/10/19,2021,0,1.16,10.83,0,0.0458,8.7493,2733.0377,计划关井（间歇生产）：2021-12-24 11:50因间歇生产(冬关夏开)，关井前油套压1.4/10.56Mpa。
2021/12/31 0:00,桃2-25-9,盒8下_1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-4集气站,直井,Ⅱ类井,2019/10/18,2021,24,1.49,6.51,0.4753,15.3332,159.1858,434.6773,
2021/12/31 0:00,桃2-14-19C1,盒8下,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅲ类井,2016/12/27,2021,0,1.47,19.1,0,2.3968,21.9529,731.2256,计划关井（间歇生产）：2021-12-27 16:00因间歇生产(冬关夏开)，关井前油套压1.4/19.08Mpa。远程
2021/12/31 0:00,桃2-14-19C2,盒8下、山1,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅲ类井,2016/12/27,2021,24,3.01,10.18,0.4364,17.8985,204.2182,1280.43,
2021/12/31 0:00,桃2-25-7C6,盒8下、山2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-4集气站,直井,Ⅲ类井,2016/12/27,2021,24,2.11,3.8,0.2998,9.6705,87.5693,726.6583,
2021/12/31 0:00,桃2-14-17C8,山1_2,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅱ类井,2019/8/28,2021,24,1.52,15.67,0.1507,6.1827,119.2501,443.6398,
2021/12/31 0:00,桃2-12-25,盒8,苏里格气田,采气三厂,中区,桃2区,自营,桃2-2集气站,直井,Ⅲ类井,2015/8/10,2021,24,3.99,8.64,0.0952,1.7437,35.0531,761.6931,柱塞气举
